Goal,Legs,Chest,Arms,Back,Full Body,Lifts,Reps
1,0,1,1,1,0,Chest Flies (DB or Cable);Dumbbell Curl;Deadlift;Pec Deck;Lat Raises;Barbell Row,6
0,0,1,0,0,0,Chest Flies (DB or Cable);Machine Chest Press;Dumbbell Incline Press;Barbell Bench Incline Press;Barbell Bench Press;Dumbbell Flat Press,9
0,0,0,0,1,0,Deadlift;Dumbbell Row;Cable Row;Rear Delt Flies;Lat Pull Overs;Lat Pull Downs,13
0,1,0,1,1,0,Hamstring Curls;Cable Curl;Lat Pull Overs;Upright Row;Hip Abductors;Pin Press Squat,9
1,1,1,1,1,1,Low Bar Squat;Barbell Bench Press;Barbell Curl;Rear Delt Flies;Weighted Dips;Pull-Ups,5
1,1,1,1,1,0,Box Squat;Dumbbell Flat Press;Hammer Curl;Rear Delt Flies;Cable Curl;Calf Raise,5
1,1,1,0,0,0,Squat;Dumbbell Incline Press;Hip Adductors;Box Squat;Machine Chest Press;Chest Flies (DB or Cable),4
1,1,0,0,0,1,Low Bar Squat;Russian Twist;Hamstring Curls;Plank;Hip Thrust;Hip Abductors,4
0,0,1,1,0,0,Barbell Bench Press;Overhead Tricep Extensions;Spider Curl;Shoulder Barbell Press;Shoulder Machine Press;Barbell Curl,12
1,0,0,0,0,1,Plank;Weighted Dips;Push-Ups;Russian Twist;Pull-Ups;Standing Overhead Press,5
0,0,0,0,1,1,Deadlift;Push-Ups;Hip Thrust;Lat Pull Downs;Rear Delt Flies;Weighted Dips,8
0,1,1,0,0,1,Leg Press;Dumbbell Flat Press;Weighted Dips;Plank;Bench Press;Leg Extensions,11
1,1,1,0,1,1,Squat;Barbell Bench Press;Barbell Row;Plank;Weighted Dips;Lat Pull Downs,6
0,0,1,0,0,1,Machine Chest Press;Standing Overhead Press;Dumbbell Flat Press;Barbell Bench Incline Press;Pec Deck;Dumbbell Incline Press,11
0,0,0,1,1,0,Lat Raises;Lat Pull Overs;Tricep Pushdowns;Barbell Row;Cable Row;Sumo Deadlift,13
1,0,0,1,1,0,Single Arm Tricep Extensions;Lat Pull Overs;Tricep Extension;Lat Raises;T-Bar Row;Dumbbell Row,5
1,0,1,1,1,0,Dumbbell Incline Press;Hammer Curl;Lat Pull Downs;Lat Pull Overs;Front Raises;Dumbbell Flat Press,5
0,1,1,0,0,0,Lunges;Dumbbell Flat Press;Romanian Deadlift;Hamstring Curls;Chest Flies (DB or Cable);Bench Press,8
0,0,1,1,0,0,Bench Press;Spider Curl;Shoulder Barbell Press;Chest Flies (DB or Cable);Machine Curl;Pec Deck,9
0,1,1,0,1,0,Leg Press;Machine Chest Press;Lat Pull Downs;Dumbbell Incline Press;Hip Adductors;Chest Flies (DB or Cable),8
1,0,1,0,0,1,Dumbbell Flat Press;Weighted Dips;Plank;Machine Chest Press;Dumbbell Incline Press;Push-Ups,6
0,0,1,1,0,0,Pec Deck;Spider Curl;Barbell Bench Press;Overhead Tricep Press;Tricep Pushdowns;Overhead Tricep Extensions,8
1,0,1,0,1,0,Barbell Bench Press;T-Bar Row;Cable Row;Dumbbell Row;Upright Row;Pec Deck,5
0,1,0,1,0,1,Leg Press;Tricep Pushdowns;Hip Thrust;Plank;Squat;High Bar Squat,12
1,0,1,0,0,0,Barbell Bench Incline Press;Barbell Bench Press;Cable Chest Press;Bench Press;Chest Flies (DB or Cable);Machine Chest Press,6
1,0,1,0,0,1,Dumbbell Flat Press;Hip Thrust;Chest Flies (DB or Cable);Russian Twist;Weighted Dips;Dumbbell Incline Press,5
1,1,0,0,0,1,Bulgarian Split Squats;Plank;Calf Raise;Lunges;Leg Extensions;Push-Ups,6
0,1,0,0,0,0,Calf Raise;Squat;Leg Extensions;Box Squat;Bulgarian Split Squats;Pin Press Squat,10
0,0,1,0,1,1,Barbell Bench Incline Press;Barbell Row;Hip Thrust;Lat Pull Overs;Lat Pull Downs;Deadlift,9
1,0,0,0,1,1,Dumbbell Row;Hip Thrust;Russian Twist;Weighted Dips;Push-Ups;Lat Pull Downs,6
1,1,1,0,1,0,Low Bar Squat;Dumbbell Flat Press;Lat Pull Overs;Hip Abductors;High Bar Squat;Rear Delt Flies,6
1,1,1,0,0,0,Hip Adductors;Pec Deck;Dumbbell Flat Press;Lunges;Chest Flies (DB or Cable);Machine Chest Press,4
1,1,1,1,0,0,Hamstring Curls;Machine Chest Press;Overhead Tricep Press;Hammer Curl;Calf Raise;Barbell Bench Press,4
1,0,1,1,1,0,Machine Chest Press;Dumbbell Curl;Dumbbell Row;Chest Flies (DB or Cable);Barbell Row;Tricep Pushdowns,5
0,1,0,1,1,1,Lunges;Single Arm Tricep Extensions;Dumbbell Row;Hip Thrust;Weighted Dips;Machine Curl,14
0,1,1,0,1,1,Hamstring Curls;Barbell Bench Press;Lat Pull Overs;Weighted Dips;Pin Press Squat;Lunges,9
1,0,0,1,1,0,Skull Crushers;T-Bar Row;Sumo Deadlift;Deadlift;Dumbbell Curl;Barbell Curl,5
0,1,0,1,1,1,Hip Abductors;Tricep Extension;Dumbbell Row;Russian Twist;Barbell Row;Standing Overhead Press,10
0,1,1,1,0,0,Pin Press Squat;Pec Deck;Skull Crushers;Bulgarian Split Squats;Shoulder Dumbbell Press;Cable Chest Press,10
1,1,0,1,1,0,Lunges;Overhead Tricep Extensions;Deadlift;Leg Extensions;Hamstring Curls;Skull Crushers,4
0,0,1,0,0,1,Dumbbell Flat Press;Standing Overhead Press;Plank;Machine Chest Press;Barbell Bench Incline Press;Weighted Dips,10
1,1,0,1,1,0,Bulgarian Split Squats;Spider Curl;Deadlift;Tricep Extension;Romanian Deadlift;Hip Abductors,5
1,1,1,1,1,0,Bulgarian Split Squats;Chest Flies (DB or Cable);Front Raises;Upright Row;Low Bar Squat;Lat Pull Overs,5
0,1,0,0,1,0,Lunges;T-Bar Row;Lat Pull Downs;Romanian Deadlift;High Bar Squat;Deadlift,11
0,0,1,1,0,1,Dumbbell Flat Press;Shoulder Machine Press;Standing Overhead Press;Machine Chest Press;Weighted Dips;Bench Press,11
0,0,0,0,1,0,Deadlift;T-Bar Row;Cable Row;Rear Delt Flies;Sumo Deadlift;Lat Pull Overs,12
0,0,0,0,1,1,Rear Delt Flies;Weighted Dips;Cable Row;Hip Thrust;Barbell Row;Deadlift,14
1,1,0,1,1,0,Leg Press;Cable Curl;Deadlift;Leg Extensions;Spider Curl;High Bar Squat,5
1,0,0,0,1,0,Sumo Deadlift;Upright Row;Cable Row;T-Bar Row;Rear Delt Flies;Lat Pull Overs,6
0,0,0,1,0,1,Tricep Pushdowns;Weighted Dips;Skull Crushers;Tricep Extension;Front Raises;Barbell Curl,12
0,1,1,0,0,1,Low Bar Squat;Barbell Bench Press;Pull-Ups;Calf Raise;Barbell Bench Incline Press;Lunges,13
0,1,1,1,0,0,Box Squat;Cable Chest Press;Single Arm Tricep Extensions;Machine Chest Press;Squat;High Bar Squat,13
0,0,0,1,0,0,Spider Curl;Lat Raises;Dumbbell Curl;Shoulder Machine Press;Single Arm Tricep Extensions;Front Raises,11
1,0,1,1,1,1,Dumbbell Incline Press;Dumbbell Curl;Lat Pull Overs;Push-Ups;Sumo Deadlift;Machine Chest Press,4
1,0,0,1,1,0,Overhead Tricep Extensions;Lat Pull Downs;Shoulder Barbell Press;Dumbbell Row;Spider Curl;T-Bar Row,4
1,1,0,0,1,0,Leg Extensions;Lat Pull Overs;T-Bar Row;Upright Row;Romanian Deadlift;High Bar Squat,5
1,1,1,1,1,0,Squat;Pec Deck;Dumbbell Curl;Deadlift;Cable Chest Press;Barbell Row,4
1,1,0,0,0,0,Box Squat;Bulgarian Split Squats;Hamstring Curls;Leg Extensions;High Bar Squat;Romanian Deadlift,6
1,0,1,0,1,0,Bench Press;Lat Pull Downs;Sumo Deadlift;Machine Chest Press;Deadlift;Upright Row,6
0,0,0,0,0,1,Push-Ups;Standing Overhead Press;Russian Twist;Weighted Dips;Hip Thrust;Plank,12
1,1,0,0,0,0,Calf Raise;Hip Abductors;Low Bar Squat;Romanian Deadlift;High Bar Squat;Hip Adductors,5
0,1,0,1,1,1,Hamstring Curls;Spider Curl;T-Bar Row;Pull-Ups;Hammer Curl;Weighted Dips,11
1,1,0,0,1,1,Bulgarian Split Squats;Cable Row;Russian Twist;Deadlift;Rear Delt Flies;Box Squat,5
0,1,1,1,0,1,Lunges;Dumbbell Incline Press;Single Arm Tricep Extensions;Plank;Standing Overhead Press;Pec Deck,9
1,0,0,1,0,1,Shoulder Barbell Press;Push-Ups;Shoulder Dumbbell Press;Plank;Front Raises;Hammer Curl,5
0,0,1,1,0,0,Pec Deck;Tricep Pushdowns;Shoulder Barbell Press;Lat Raises;Machine Chest Press;Barbell Curl,14
1,0,1,0,1,1,Machine Chest Press;Lat Pull Overs;Plank;Chest Flies (DB or Cable);Bench Press;Standing Overhead Press,6
0,1,0,0,1,0,Calf Raise;Dumbbell Row;Deadlift;Box Squat;Hip Adductors;Lat Pull Overs,11
1,0,0,0,1,1,Dumbbell Row;Weighted Dips;Barbell Row;Sumo Deadlift;Deadlift;Standing Overhead Press,4
0,1,1,1,1,1,Romanian Deadlift;Dumbbell Incline Press;Overhead Tricep Press;Lat Pull Overs;Russian Twist;Shoulder Machine Press,13
0,0,1,1,1,1,Dumbbell Flat Press;Overhead Tricep Press;Sumo Deadlift;Push-Ups;Dumbbell Curl;Russian Twist,13
0,1,0,1,1,1,Leg Extensions;Overhead Tricep Press;Sumo Deadlift;Pull-Ups;Leg Press;Cable Row,9
0,1,0,0,0,1,Squat;Standing Overhead Press;Hip Thrust;Leg Extensions;Hip Adductors;Weighted Dips,9
1,1,1,1,1,1,Hip Abductors;Pec Deck;Shoulder Barbell Press;Cable Row;Weighted Dips;Overhead Tricep Extensions,6
0,1,0,0,0,1,Box Squat;Pull-Ups;Calf Raise;Lunges;Hip Abductors;Standing Overhead Press,8
1,0,1,0,0,1,Chest Flies (DB or Cable);Standing Overhead Press;Hip Thrust;Weighted Dips;Russian Twist;Pull-Ups,5
1,0,0,1,0,1,Lat Raises;Weighted Dips;Tricep Pushdowns;Dumbbell Curl;Russian Twist;Standing Overhead Press,4
0,1,1,1,0,0,Pin Press Squat;Barbell Bench Press;Overhead Tricep Press;Dumbbell Incline Press;Spider Curl;Bench Press,13
1,0,0,1,1,0,Overhead Tricep Extensions;Barbell Row;Shoulder Barbell Press;Barbell Curl;Cable Curl;Rear Delt Flies,6
1,0,0,0,1,0,Sumo Deadlift;Barbell Row;Lat Pull Downs;Dumbbell Row;T-Bar Row;Cable Row,5
0,1,0,1,1,0,Leg Press;Cable Curl;Deadlift;Skull Crushers;Overhead Tricep Extensions;Hamstring Curls,14
1,1,1,0,1,0,Box Squat;Dumbbell Incline Press;Rear Delt Flies;Dumbbell Row;Sumo Deadlift;Dumbbell Flat Press,6
1,0,1,0,0,1,Pec Deck;Hip Thrust;Russian Twist;Machine Chest Press;Push-Ups;Plank,5
1,0,0,0,0,1,Weighted Dips;Pull-Ups;Russian Twist;Plank;Hip Thrust;Standing Overhead Press,6
0,1,0,1,0,1,Romanian Deadlift;Machine Curl;Pull-Ups;Box Squat;Plank;Russian Twist,8
1,1,1,1,0,0,Lunges;Machine Chest Press;Overhead Tricep Press;Leg Press;Dumbbell Curl;Box Squat,5
0,1,0,0,0,1,Hip Abductors;Plank;Pull-Ups;Romanian Deadlift;Standing Overhead Press;Bulgarian Split Squats,14
1,1,1,1,1,0,Calf Raise;Barbell Bench Incline Press;Front Raises;Deadlift;Barbell Bench Press;Low Bar Squat,5
1,1,0,0,1,0,Low Bar Squat;Deadlift;Cable Row;Lat Pull Overs;Squat;Hamstring Curls,6
0,1,0,0,1,1,Hip Abductors;Upright Row;Weighted Dips;Box Squat;Squat;Lunges,11
0,1,0,1,1,1,Low Bar Squat;Tricep Pushdowns;T-Bar Row;Weighted Dips;Bulgarian Split Squats;Calf Raise,14
1,0,1,0,1,0,Chest Flies (DB or Cable);Dumbbell Row;Barbell Bench Press;Upright Row;Machine Chest Press;Cable Row,4
0,1,0,1,0,0,Box Squat;Dumbbell Curl;Front Raises;Hip Adductors;Hamstring Curls;Romanian Deadlift,9
0,1,1,0,1,1,Hamstring Curls;Dumbbell Flat Press;Cable Row;Standing Overhead Press;Lat Pull Downs;Push-Ups,14
1,1,0,0,1,0,Box Squat;Rear Delt Flies;Lat Pull Downs;Barbell Row;Deadlift;Dumbbell Row,5
1,1,1,1,1,1,Bulgarian Split Squats;Pec Deck;Shoulder Machine Press;Sumo Deadlift;Hip Thrust;Overhead Tricep Press,6
0,1,0,1,1,1,High Bar Squat;Shoulder Dumbbell Press;Sumo Deadlift;Standing Overhead Press;Lat Pull Overs;Single Arm Tricep Extensions,11
1,0,0,1,0,1,Overhead Tricep Extensions;Push-Ups;Standing Overhead Press;Single Arm Tricep Extensions;Russian Twist;Lat Raises,5
0,0,1,0,0,0,Chest Flies (DB or Cable);Pec Deck;Cable Chest Press;Bench Press;Barbell Bench Press;Dumbbell Flat Press,12
0,1,1,0,1,1,Leg Extensions;Bench Press;Barbell Row;Push-Ups;Hip Thrust;Hamstring Curls,10
0,1,0,1,1,1,Leg Extensions;Shoulder Machine Press;T-Bar Row;Weighted Dips;Rear Delt Flies;Standing Overhead Press,9
1,1,0,0,0,1,Squat;Weighted Dips;Hip Abductors;Romanian Deadlift;High Bar Squat;Plank,4
1,1,0,0,0,1,Bulgarian Split Squats;Weighted Dips;Plank;Standing Overhead Press;Hip Thrust;Leg Extensions,4
1,1,0,0,1,1,Hamstring Curls;Lat Pull Downs;Weighted Dips;Lunges;Standing Overhead Press;High Bar Squat,5
1,1,0,0,0,0,Leg Press;Hamstring Curls;Low Bar Squat;Squat;Hip Adductors;Bulgarian Split Squats,6
1,1,0,0,0,1,Hip Abductors;Standing Overhead Press;High Bar Squat;Squat;Weighted Dips;Plank,5
0,0,0,0,0,1,Weighted Dips;Russian Twist;Push-Ups;Plank;Pull-Ups;Standing Overhead Press,11
1,1,0,0,0,1,High Bar Squat;Pull-Ups;Lunges;Hip Thrust;Plank;Leg Press,5
0,0,0,1,0,1,Hammer Curl;Pull-Ups;Shoulder Dumbbell Press;Tricep Pushdowns;Shoulder Machine Press;Front Raises,8
1,0,0,1,0,1,Shoulder Dumbbell Press;Hip Thrust;Dumbbell Curl;Push-Ups;Russian Twist;Plank,6
0,1,1,1,0,0,Lunges;Dumbbell Flat Press;Shoulder Barbell Press;Dumbbell Curl;Dumbbell Incline Press;Barbell Bench Press,12
1,1,0,0,1,1,Box Squat;Lat Pull Overs;Pull-Ups;Weighted Dips;T-Bar Row;Low Bar Squat,5
1,1,0,1,0,1,Bulgarian Split Squats;Skull Crushers;Plank;Shoulder Machine Press;Weighted Dips;Romanian Deadlift,4
0,0,1,0,1,0,Chest Flies (DB or Cable);Sumo Deadlift;Machine Chest Press;Barbell Bench Press;Rear Delt Flies;Barbell Bench Incline Press,10
0,1,1,1,0,0,Calf Raise;Cable Chest Press;Tricep Pushdowns;Front Raises;Bench Press;Overhead Tricep Extensions,13
1,0,0,0,1,0,Deadlift;Cable Row;Lat Pull Overs;Sumo Deadlift;Rear Delt Flies;Barbell Row,6
0,1,0,1,0,0,Low Bar Squat;Lat Raises;Romanian Deadlift;Skull Crushers;Tricep Extension;Cable Curl,13
1,0,1,1,0,1,Pec Deck;Shoulder Machine Press;Push-Ups;Dumbbell Flat Press;Cable Chest Press;Barbell Bench Press,6
0,1,0,1,0,1,Box Squat;Overhead Tricep Extensions;Russian Twist;Weighted Dips;Calf Raise;Hammer Curl,12
1,0,0,0,1,0,Barbell Row;Dumbbell Row;Cable Row;Lat Pull Overs;T-Bar Row;Upright Row,6
1,1,0,1,1,0,Calf Raise;Cable Curl;Lat Pull Downs;Dumbbell Row;Dumbbell Curl;Shoulder Dumbbell Press,5
1,1,0,1,1,0,Hamstring Curls;Front Raises;Cable Row;Single Arm Tricep Extensions;High Bar Squat;Romanian Deadlift,6
1,1,1,1,0,1,Leg Extensions;Barbell Bench Press;Shoulder Barbell Press;Plank;Hip Thrust;Push-Ups,6
0,0,1,1,0,0,Bench Press;Overhead Tricep Extensions;Single Arm Tricep Extensions;Dumbbell Curl;Shoulder Barbell Press;Barbell Curl,14
0,0,0,1,0,0,Shoulder Dumbbell Press;Machine Curl;Cable Curl;Tricep Pushdowns;Tricep Extension;Spider Curl,8
1,1,1,0,1,0,Box Squat;Barbell Bench Incline Press;Barbell Row;Cable Row;Bench Press;Hip Abductors,5
0,0,1,1,1,0,Barbell Bench Incline Press;Spider Curl;Lat Pull Downs;Dumbbell Incline Press;Chest Flies (DB or Cable);Deadlift,11
1,1,0,1,1,0,Hip Adductors;Skull Crushers;T-Bar Row;Rear Delt Flies;Leg Extensions;Bulgarian Split Squats,5
1,0,0,1,0,1,Machine Curl;Plank;Lat Raises;Push-Ups;Barbell Curl;Hip Thrust,6
1,0,1,0,0,1,Dumbbell Incline Press;Standing Overhead Press;Push-Ups;Russian Twist;Bench Press;Dumbbell Flat Press,6
1,1,1,0,0,1,Romanian Deadlift;Machine Chest Press;Russian Twist;Leg Press;Chest Flies (DB or Cable);Bulgarian Split Squats,4
1,0,0,1,0,1,Tricep Extension;Russian Twist;Weighted Dips;Standing Overhead Press;Plank;Shoulder Dumbbell Press,6
0,1,0,0,1,0,High Bar Squat;Cable Row;Lunges;Upright Row;Romanian Deadlift;Hip Abductors,10
1,0,0,0,0,1,Plank;Push-Ups;Russian Twist;Hip Thrust;Weighted Dips;Standing Overhead Press,4
0,0,1,1,1,0,Pec Deck;Front Raises;T-Bar Row;Single Arm Tricep Extensions;Rear Delt Flies;Overhead Tricep Extensions,13
1,1,0,1,0,1,Hamstring Curls;Hammer Curl;Hip Thrust;Bulgarian Split Squats;Plank;Hip Abductors,6
0,1,0,1,0,1,Hamstring Curls;Overhead Tricep Press;Push-Ups;Lunges;Dumbbell Curl;Squat,11
0,0,0,1,0,0,Front Raises;Overhead Tricep Extensions;Machine Curl;Shoulder Machine Press;Dumbbell Curl;Shoulder Barbell Press,9
1,1,0,1,1,0,High Bar Squat;Spider Curl;Deadlift;Tricep Pushdowns;Lat Pull Overs;Pin Press Squat,4
0,1,1,1,0,0,Pin Press Squat;Bench Press;Overhead Tricep Press;Romanian Deadlift;Pec Deck;Cable Curl,9
1,0,1,1,1,0,Bench Press;Spider Curl;Dumbbell Row;Shoulder Barbell Press;Upright Row;Sumo Deadlift,4
1,0,0,1,0,1,Overhead Tricep Extensions;Push-Ups;Hammer Curl;Hip Thrust;Pull-Ups;Shoulder Dumbbell Press,5
0,1,1,0,0,0,Leg Press;Chest Flies (DB or Cable);Hip Adductors;Bulgarian Split Squats;Machine Chest Press;Barbell Bench Incline Press,8
0,0,1,1,1,1,Chest Flies (DB or Cable);Tricep Pushdowns;Sumo Deadlift;Pull-Ups;Standing Overhead Press;Spider Curl,11
0,1,1,0,1,0,Leg Extensions;Machine Chest Press;Rear Delt Flies;Deadlift;High Bar Squat;Box Squat,8
0,0,1,1,1,0,Dumbbell Incline Press;Shoulder Dumbbell Press;Sumo Deadlift;Lat Pull Downs;Front Raises;Shoulder Barbell Press,8
1,1,1,0,0,1,Hip Abductors;Machine Chest Press;Standing Overhead Press;Chest Flies (DB or Cable);Pec Deck;Barbell Bench Incline Press,4
1,0,0,1,0,1,Hammer Curl;Russian Twist;Barbell Curl;Shoulder Machine Press;Overhead Tricep Extensions;Cable Curl,5
0,0,0,1,1,0,Shoulder Dumbbell Press;Upright Row;Sumo Deadlift;Overhead Tricep Press;Barbell Curl;Lat Pull Downs,13
1,0,1,1,0,1,Dumbbell Flat Press;Overhead Tricep Press;Russian Twist;Hip Thrust;Weighted Dips;Barbell Bench Press,5
0,0,0,0,1,1,Lat Pull Overs;Weighted Dips;Lat Pull Downs;Dumbbell Row;Russian Twist;Hip Thrust,8
0,1,1,0,0,1,Pin Press Squat;Cable Chest Press;Standing Overhead Press;Hip Adductors;Dumbbell Incline Press;Bench Press,11
0,0,1,1,1,1,Cable Chest Press;Tricep Pushdowns;Deadlift;Hip Thrust;Push-Ups;Barbell Bench Incline Press,12
